,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-7238,4.3237486,5.2009783,8.90651,2.5693705,8
MB-0294,4.237606,2.1723156,10.36475,2.731649,4
MB-4838,4.438879,5.4469285,8.300657,3.7265441,8
MB-5373,4.3684273,3.9060655,9.154298,3.1818242,4
MB-5552,4.284468,3.6445763,8.439938,3.9853413,6
MB-5591,3.8960562,4.3181605,8.7980995,3.345163,3
MB-3301,3.7759457,4.64979,9.27511,1.8896927,8
MB-0097,4.751571,5.1410327,8.807593,2.5025015,8
MB-0525,3.955557,2.4729786,9.502952,2.7237437,4
MB-7167,3.9081361,5.5105214,8.834165,3.1331234,8
MB-4887,4.301922,1.7706114,9.678092,2.4470403,4
MB-0607,4.6907043,3.3147047,9.667139,2.3611047,4
MB-4962,4.4654126,5.028959,8.26314,4.3799706,8
MB-5289,4.1481047,4.9044595,8.051657,4.6447515,8
MB-3497,3.0883164,3.6849923,10.081509,2.2998874,5
MB-3046,3.4189138,1.3271129,9.728843,3.0688913,10
MB-6302,5.1240797,4.455582,8.146563,3.1666322,9
MB-0465,4.4465113,4.7409296,8.604834,2.2109902,5
MB-5579,3.8070264,4.0195932,8.8033905,3.161383,2
MB-5302,4.0444355,3.474907,8.470208,4.4292145,3
MB-5330,4.4657435,5.004457,8.255131,4.2812,8
MB-3748,3.285092,3.825421,10.365119,2.6130621,4
MB-6055,3.866702,0.96310234,9.109456,2.7985148,10
MB-5086,4.668259,5.050614,8.548047,4.4451604,8
MB-5407,4.058012,5.3153133,8.335791,3.7322795,8
MB-2765,3.6785405,4.676451,9.711731,2.0738358,3
MB-5514,5.3699336,5.2809067,10.565096,3.8530304,4
MB-5143,4.809808,4.3525333,8.977479,4.3713923,4
MB-6224,4.3634133,1.6373241,9.118271,3.1021035,5
MB-3363,3.7896175,4.166194,8.874555,2.8330524,10
MB-7280,4.028953,4.0362177,10.201994,3.3971279,7
MB-5604,5.649423,3.9586575,8.435615,3.1123536,1
MB-4760,4.9222546,3.0871708,9.699676,3.2434933,4
MB-5266,5.423265,4.045629,8.097834,3.4178863,1
MB-6322,4.694386,3.3709905,9.476137,2.866577,4
MB-0486,4.994486,4.8495083,9.532772,2.939106,3
MB-0469,5.323326,4.20208,9.687824,2.1290984,6
MB-6049,4.229383,3.7363439,8.728989,3.2816079,5
MB-5139,4.0125885,4.5409617,8.30172,2.8007147,1
MB-5470,4.654951,3.92007,8.20586,3.9896193,9
MB-7094,4.3636274,4.1809916,7.789327,4.3819976,9
MB-0377,4.4239717,2.973781,10.309112,3.0246322,4
MB-6305,4.1375146,1.308082,9.23938,2.7758794,10
MB-7268,4.2432895,4.4694433,9.561529,3.5745707,8
MB-2790,3.6810234,5.228572,9.449641,2.331178,8
MB-0081,4.3580346,8.751597,6.1490245,-0.42973346,3
MB-0637,5.003448,4.0741754,9.05353,1.9695536,10
MB-2725,4.476274,2.6037717,10.685469,3.2874482,4
MB-7065,5.897252,3.4743516,8.514564,3.3023896,9
MB-5563,4.0102134,4.1765018,8.924977,3.5658605,3
MB-5293,4.3937335,4.980816,8.260632,3.7999525,3
MB-4127,4.421014,4.024803,7.9637117,4.981128,5
MB-5147,4.1309633,4.288995,8.511469,2.9167345,5
MB-0257,4.5064588,5.3361144,9.189925,2.6673155,8
MB-6208,4.3434114,3.3185678,8.513448,4.3203254,3
MB-6021,4.154038,4.2986674,8.662606,4.4208555,3
MB-0309,4.2526155,5.5608563,8.9720955,2.954933,8
MB-0333,4.1103992,1.2675908,10.260143,2.2697527,10
MB-0391,4.2284455,1.6106095,9.02467,3.0785887,1
MB-6016,5.334521,5.3335247,10.594146,3.7586286,4
MB-0241,4.220608,4.7250705,9.394434,2.712175,4
MB-5290,3.93813,5.436329,8.706309,3.4907067,8
MB-4949,4.8501406,3.2275069,8.718774,3.6993163,1
MB-0125,4.45927,5.6535163,9.281675,2.561933,8
MB-0621,5.5077276,3.348256,9.526595,2.6867561,4
MB-0381,4.2311378,3.3517358,9.437964,2.2038767,5
MB-0175,5.487116,3.647995,9.203838,2.8077445,6
MB-7216,5.2996225,5.347301,10.562313,3.7629826,4
MB-0322,4.87566,4.6664186,9.4969225,2.8899376,8
MB-5280,5.0331645,4.1463046,8.967828,2.979101,1
MB-6185,4.3218126,4.2832923,9.116998,4.18774,3
MB-7287,4.708101,4.601605,8.737436,2.5922344,5
MB-5291,5.8108945,3.6713862,8.2746525,3.3509555,9
MB-3556,4.1592536,2.0328066,8.998033,2.8189187,1
MB-6223,4.1698647,1.3887553,8.918904,2.9385378,10
MB-0367,4.425694,2.2560642,10.643742,2.6992211,4
MB-5338,4.469651,3.2567465,8.45627,3.4996743,1
MB-0529,4.5011015,4.781544,8.540666,2.345345,8
MB-7295,4.309579,3.9149249,9.703508,1.9602177,3
MB-7093,4.046597,4.4318933,9.88804,3.7374585,3
MB-5560,3.012058,0.78648096,9.0003195,3.0890412,10
MB-6103,4.0795326,2.9447627,9.718845,3.4494903,3
MB-0393,4.7418666,2.5998027,9.2159815,2.5259461,2
MB-5061,5.678593,3.5888171,8.274574,3.6555326,7
MB-6211,4.021515,5.2680316,8.184394,3.6206434,8
MB-5073,4.903776,2.854928,10.480745,3.627315,4
MB-4968,4.7125354,3.547455,9.363683,3.4822206,4
MB-0314,3.8756485,3.1701088,9.0953455,2.806393,5
MB-2618,3.769856,4.3698215,9.420289,1.88084,1
MB-5525,5.2364526,4.616484,9.465951,3.522029,7
MB-0509,4.3804717,3.100412,9.900174,3.094601,3
MB-4603,4.367126,4.3546968,7.429118,5.4968867,8
MB-4900,5.260692,3.2915366,9.208976,3.0732877,6
MB-5200,4.9880486,4.405438,8.029093,3.6086924,1
MB-4324,4.481754,4.3297057,7.7033987,4.966491,6
MB-5505,5.501978,4.427243,9.12266,3.958467,3
MB-4862,5.010134,3.858744,9.065367,2.1262953,1
MB-4867,3.9339993,4.3880014,8.879722,3.4408853,3
MB-0368,5.4356213,4.1443777,9.404927,2.7722158,2
MB-7032,4.6285477,4.7034664,9.596097,3.7302263,3
MB-7172,4.0569615,5.2692046,9.461929,3.3040533,8
MB-2747,4.259922,5.350649,9.476758,2.4425983,8
MB-0564,4.130044,2.2832723,9.69781,2.823975,4
MB-7275,4.2619805,4.1754804,9.403064,1.8836092,5
MB-4328,4.682255,5.315145,8.816684,3.4835563,7
MB-0575,5.0388484,3.351338,8.826092,2.530847,4
MB-4342,4.6106043,2.7877014,9.806768,3.855773,4
MB-0485,5.175915,3.453215,9.928571,2.6250973,9
MB-0403,4.1898904,1.6044998,10.499823,2.396958,4
MB-0341,4.4075923,4.887252,9.2657,1.9818537,8
MB-4966,3.7257931,4.117811,9.140426,3.3522794,3
MB-6133,4.1366215,4.190666,8.597843,4.274838,3
MB-5459,3.7988343,4.0683827,9.268564,2.6180348,5
MB-3466,4.5344124,3.938404,9.328135,2.299947,2
MB-5109,5.372408,3.3055277,9.428091,3.588236,4
MB-0661,5.671972,4.599141,9.304555,3.5852218,7
MB-5518,4.4299726,3.5333207,8.798914,4.183591,4
MB-0610,4.637764,2.2938657,10.338625,2.734609,4
MB-6157,4.559505,1.9772146,9.039902,3.4259255,5
MB-5384,5.1866097,4.02278,8.269228,3.599333,1
MB-4993,4.0019817,2.3578014,9.439461,3.4313552,4
MB-0427,5.315442,3.486823,8.889183,2.1467216,7
MB-5455,4.3347406,3.7368999,8.0452175,5.020552,4
MB-4994,4.3891654,5.417754,8.934524,3.119465,8
MB-4236,4.5138493,3.7814827,7.6234846,5.261915,9
MB-0109,5.631269,3.5491393,9.093931,2.531226,9
MB-4878,4.319585,3.4200397,8.725968,4.009989,5
MB-0028,5.1072702,4.6197906,8.285121,2.9947767,9
MB-5308,4.442185,2.4180052,9.643615,3.9727838,4
MB-0235,5.092738,4.551489,9.60266,2.9527597,8
MB-0128,4.4736323,3.2140703,9.801581,3.2124362,3
MB-5426,3.7376182,1.1783608,9.023801,3.111466,10
MB-0508,4.45034,3.700513,9.748166,3.5157409,2
MB-4961,4.228088,5.1082926,8.253189,4.0147443,8
MB-0487,4.7352133,3.3336358,10.534747,2.8102162,3
MB-5092,3.9685392,4.595043,9.14604,3.52802,3
MB-2895,3.156342,3.049981,10.068894,2.412039,5
MB-6188,3.6355052,0.6888367,9.015322,2.9685185,10
MB-6108,4.0835867,2.826475,9.83546,3.346506,4
MB-4752,5.3446245,4.4633493,9.840752,3.9039729,6
MB-7200,3.8605301,5.367716,9.347605,2.9190528,8
MB-0347,4.2505226,1.2813503,9.700868,2.570384,4
MB-0592,5.151404,5.4510365,10.456565,3.4698086,8
MB-5385,5.235054,5.2865686,10.447092,3.7654517,4
MB-4663,4.086019,3.787512,8.014236,4.60049,10
MB-6011,5.7179823,3.952173,8.155269,3.8255527,1
MB-0467,4.3432927,4.8005385,9.075015,1.9396954,5
MB-0374,4.224902,4.086837,9.419777,2.2878785,1
MB-5422,4.4649787,4.254908,8.517632,4.6591935,6
MB-3479,4.0456767,2.474879,10.635993,2.620856,4
MB-5251,4.9416704,4.545219,9.080062,4.1685476,3
MB-0546,4.5184245,2.7822337,10.478417,2.9294398,3
MB-5154,4.398651,1.9719573,9.340069,3.5580292,3
MB-5485,5.1762857,4.006063,8.208401,3.6381009,9
MB-0646,4.4204793,5.36467,9.312859,2.2455504,8
MB-6184,5.042906,3.8668797,8.9965925,3.06701,2
MB-5616,3.888791,0.85317767,9.186828,2.9293728,10
MB-3271,3.335444,0.8052943,9.397076,2.7021058,10
MB-5255,4.4927125,1.0474122,9.4554,2.9296021,4
MB-0624,4.7084723,3.1728253,10.522557,2.7984252,3
MB-4665,5.337587,4.3465424,9.004138,4.206427,4
MB-0321,4.975485,5.242217,8.725558,2.8642461,8
MB-7091,5.7057137,3.4809444,8.778842,3.276917,7
MB-2990,3.743339,5.332215,8.9129305,3.0730255,8
MB-5197,4.5599685,4.3068366,8.149102,2.857374,9
MB-7109,4.2855177,4.667775,9.748819,3.6474583,2
MB-4886,4.0721116,2.7608154,8.908872,3.5424297,5
MB-6195,4.251516,3.8600426,10.138717,2.7361913,3
MB-4283,4.124228,4.921116,8.008047,4.609545,8
MB-0499,4.0952306,1.1700104,10.648294,2.073204,4
MB-0317,5.5877776,4.2333155,9.446968,2.9619715,7
MB-6218,4.882614,2.755875,8.933568,3.5979037,1
MB-0344,4.667996,3.3021462,10.321117,3.2739801,3
MB-0123,5.6281962,3.58211,9.202639,2.5787363,1
MB-6272,3.6868029,0.9929615,9.420962,3.0366507,10
MB-0405,5.1681247,5.137344,9.25152,3.0495179,7
MB-0513,5.3087945,5.4593844,10.579603,3.6517532,9
MB-5398,5.385429,4.4088516,9.568116,3.3111537,4
MB-0266,4.335231,3.8838565,10.065109,2.127547,8
MB-5513,3.820702,4.2915435,8.566397,3.05088,6
MB-5403,4.2166877,5.57719,8.8704405,3.1063776,8
MB-3105,4.091722,5.0830894,9.234322,2.4419675,3
MB-0524,4.4736824,2.4973364,10.4835,2.7765288,4
MB-4787,5.005574,3.7926266,8.697059,3.7521732,6
MB-4426,4.4117737,3.9293113,7.5370736,5.440661,7
MB-6097,4.397746,4.38913,7.444083,5.4603066,8
MB-3228,4.7178807,3.0193236,10.313575,3.418157,4
MB-0649,5.140879,3.491067,8.50463,2.6362555,7
MB-5648,3.952451,4.6270647,8.620275,3.4181526,8
MB-0014,4.3503222,8.71739,6.182844,-0.39637437,3
MB-7266,4.529435,4.563645,9.617127,3.8056226,9
MB-6246,4.509748,3.2809968,8.542793,4.1353707,5
MB-5349,5.1451316,5.0694556,10.255671,3.8236053,4
MB-0623,4.858216,2.978895,10.251231,2.9649105,4
MB-4872,4.008016,4.063339,9.008761,3.6614902,3
MB-5460,5.0876946,3.1381247,8.794102,3.4260345,9
MB-0278,2.9683573,0.6886913,9.128886,2.7608054,10
MB-0292,4.0151396,2.8270652,8.890013,3.334517,9
MB-3005,3.4717402,4.602711,9.672564,2.1700861,8
MB-2857,3.7085967,0.99801123,9.36297,2.579176,10
MB-5638,5.726655,3.7277367,8.34693,3.4144127,7
MB-0635,4.048806,1.0685064,10.7383,1.9758571,4
MB-4718,4.3629937,3.2631888,9.8635435,3.827028,4
MB-5301,3.8867948,3.9465973,8.808136,3.5315118,8
MB-4704,4.1548448,3.8976882,9.199518,4.2271457,4
MB-5464,5.313803,5.339419,10.582227,3.7821417,4
MB-2963,4.277281,2.5648348,10.095893,2.379235,4
MB-3526,5.107152,3.6922722,8.334573,2.6231174,6
MB-0099,4.345896,8.719989,6.1800313,-0.39938965,4
MB-4408,4.356257,3.6296797,7.7055254,5.224764,9
MB-0641,4.5057693,2.2488503,10.666028,2.8170252,4
MB-5101,5.103605,4.188177,8.89744,3.1393058,6
MB-7063,3.8392916,4.642798,9.931182,2.2589123,3
MB-3092,4.4489074,5.417872,8.6175,2.9540048,8
MB-5135,3.169623,0.6358846,9.445558,3.097344,10
MB-0667,4.8812776,4.530463,9.629063,1.8884139,1
MB-0455,4.7292905,2.853409,9.138075,2.088287,10
MB-5076,3.5133023,0.8099473,9.055553,3.1363304,10
MB-0418,4.891339,4.5173516,8.048206,3.5514731,9
MB-5584,4.230915,2.1687384,9.183136,2.703472,1
MB-6283,5.267222,4.883382,8.994498,3.5137248,7
MB-2730,4.5664,4.043941,9.195581,2.079841,1
MB-7119,3.5607219,0.6924365,8.9334545,3.354951,10
MB-5177,4.447261,0.993804,9.014507,3.1326437,4
MB-4669,4.3623276,4.3910503,7.802607,4.8526936,6
MB-0421,4.6019354,4.892337,8.8663,2.3676834,5
MB-7079,4.388595,2.3263223,10.705062,2.7774284,4
MB-5495,3.8754861,4.1197653,8.658124,3.488531,4
MB-0423,4.631872,3.768215,10.056987,2.0160584,3
MB-5184,4.321275,3.5240555,10.265305,2.6377475,4
MB-6253,4.33914,5.485412,9.124523,2.7151859,8
MB-5205,3.90367,1.1535798,9.027645,3.2523904,9
MB-0580,5.226419,3.0567148,9.526543,2.3777905,4
MB-2900,3.601592,3.1889708,10.495345,2.6598654,4
MB-7001,3.8945436,5.2905173,9.694335,2.4421105,5
MB-5114,4.0608587,1.3416591,9.073878,3.2003224,5
MB-5130,4.9866796,3.554459,8.760694,3.547324,7
MB-0316,3.5995116,0.9201379,9.105417,2.874869,10
MB-3329,3.746002,4.7907114,9.280849,2.0265346,5
MB-0283,4.805591,3.8260841,9.435049,2.6242883,1
MB-0106,3.8669512,4.731779,8.791915,3.5012915,8
MB-7263,5.8446746,3.7844968,8.370478,3.4652214,9
MB-0545,5.597033,3.3663044,9.2857895,2.5035217,6
MB-5004,4.327826,3.9036367,7.752374,5.29238,4
MB-2834,3.3601167,3.0976822,9.7580595,2.3305087,3
MB-0066,5.465149,3.9295027,9.530343,2.9363952,7
MB-0406,4.9571896,4.378687,9.60122,2.884875,2
MB-0350,3.1873095,0.895503,9.500298,3.1262858,10
MB-0500,3.4727018,0.6560226,9.477274,2.922414,10
MB-7143,3.6771712,3.4333904,9.88348,2.5739832,5
MB-6254,5.2151775,5.124443,10.142571,3.831772,2
MB-5124,4.8112907,4.415458,8.020364,3.3566716,6
MB-5369,4.151273,4.8106904,8.156213,2.9882581,8
MB-0225,5.615148,3.8901522,8.839137,2.4218423,1
MB-6135,5.6721187,3.752396,8.342092,3.2469835,9
MB-0359,4.427271,3.963145,9.313472,3.8070903,3
MB-0045,4.2969203,1.0714612,9.46994,2.832558,4
MB-7061,4.368018,2.9517515,9.456371,2.553778,4
MB-2781,4.3634624,3.8632183,9.10623,1.9054682,1
MB-4626,4.478981,4.312268,7.6719995,4.988234,1
MB-0463,5.193928,3.811294,9.645254,2.5139673,4
MB-7121,3.7543938,0.78541744,8.979769,3.1916234,10
MB-7227,3.915316,4.2326612,9.685292,3.802346,3
MB-5053,4.6673713,4.564029,8.989172,4.185021,3
MB-4141,4.391873,4.405362,7.414466,5.487236,7
MB-4843,3.768823,4.6284175,8.464599,3.388953,8
MB-5590,3.9646432,3.8918178,8.979339,2.971073,4
MB-0484,5.2681074,3.1101933,9.213647,2.8219872,6
MB-6154,5.1750903,4.613543,8.712489,3.8658268,8
MB-5272,4.3131866,1.2235512,8.92376,3.152833,4
MB-5127,5.519692,4.939707,8.967463,3.1508753,1
MB-7141,4.839358,3.332656,10.226013,3.645341,7
MB-0591,4.71942,5.4335227,9.875643,2.7942402,8
MB-2564,3.1588652,4.3868523,9.828767,2.2838898,8
MB-6105,4.8707027,3.0529382,8.982478,3.452585,7
MB-0532,4.8997583,3.6377633,9.09887,2.2500484,9
MB-4661,5.39814,3.8214169,8.437713,3.9263413,7
MB-0443,5.3600407,3.3015597,9.105215,2.3570313,7
MB-0302,4.4541135,3.8999984,10.020377,2.0483792,3
MB-0414,3.579509,0.71801513,9.212749,2.837971,10
MB-0543,4.8710814,4.591066,9.660546,1.9188159,1
MB-0464,5.25341,2.968106,9.604367,2.4876323,9
MB-6192,5.424487,3.2657478,8.721764,3.1211658,6
MB-5519,3.7792323,4.562085,8.543927,3.4103322,8
MB-5215,4.9154124,4.8492837,8.925836,4.161157,8
MB-5541,4.6414537,2.978904,10.18414,2.7594204,4
MB-0404,4.743062,4.9980044,8.755423,2.403165,8
MB-5450,3.7258582,0.89984494,9.148065,3.1197617,10
MB-5281,4.224542,2.4841464,9.924816,3.920349,4
MB-4332,4.3374763,3.7073696,7.7294765,5.2505136,10
MB-7104,3.9756007,1.2272441,8.957589,3.0269718,6
MB-0280,4.969489,4.434155,9.483059,3.7941628,7
MB-6075,5.72809,3.9406214,8.152463,3.8027725,7
MB-5134,4.0402794,4.398776,8.806819,3.9100482,3
MB-4950,4.9315844,4.7117476,8.840495,3.8939826,3
MB-7000,5.2560577,4.1495485,9.112999,4.219969,1
MB-4782,4.6487975,2.5342999,10.501745,3.6435466,4
MB-6042,4.208899,2.992084,8.763484,3.8218863,3
MB-6171,4.1986523,4.276636,8.931496,3.4246795,3
MB-3490,3.2737608,3.7880454,9.763757,2.676626,3
MB-0492,4.8489375,5.5614715,9.995477,2.8564663,8
MB-0476,4.5038004,1.0138564,9.463952,2.882441,4
MB-7123,4.12794,4.5519705,9.78675,3.7009938,1
MB-5097,4.303906,3.342847,8.589236,3.7597935,1
MB-5531,3.6988418,0.99329203,9.350819,3.042392,10
MB-4743,4.7469945,2.7633672,10.053301,3.8547568,4
MB-4395,4.4549813,4.561172,7.5378885,5.2770104,1
MB-0371,4.5382195,3.968082,8.866043,2.0469983,5
MB-0265,4.3667583,2.3020747,10.709418,3.0838778,4
MB-2815,4.5114517,3.163649,10.50015,3.2901947,3
MB-0205,4.6752224,3.2419367,10.570907,2.8070245,3
MB-6030,5.6905074,3.5964653,8.335879,3.5314696,7
MB-5327,4.13579,2.1092834,9.231083,3.1084075,5
MB-5121,4.3022428,5.5735593,8.829793,3.246545,8
MB-4991,4.5300426,4.534736,8.370828,2.36785,6
MB-7102,5.09107,5.340002,10.372432,3.4938192,3
MB-5442,3.3003736,1.7914201,8.65268,3.710685,10
MB-4882,3.9797997,4.203844,8.657684,4.117995,3
MB-4933,4.2573833,2.9628446,8.728202,3.5336664,4
MB-4010,3.7670307,4.2217097,8.68714,3.6522973,6
MB-4282,4.6279006,3.287974,9.185348,4.0334864,9
MB-0398,4.0905423,2.8958776,9.504408,2.2270267,6
MB-5275,4.235513,3.921322,7.921019,4.8330956,3
MB-3823,4.388137,3.949884,9.740779,2.0583243,3
MB-3838,4.642816,5.4430866,9.577271,2.7271087,8
MB-6079,5.4799833,3.7835484,8.487478,2.8712175,9
MB-0420,3.53364,1.0602064,9.789714,2.9350736,10
MB-3378,4.190023,3.8182516,9.916755,2.1156871,4
MB-7291,4.178576,1.944295,9.176584,2.652406,1
MB-5424,3.8374267,4.5540204,8.52754,3.3940463,2
MB-3412,3.8080173,4.8955746,9.298064,2.050885,8
MB-2613,3.9646218,4.1658964,9.329604,1.9318614,1
MB-7013,4.1374736,5.3204193,8.370798,4.2312875,8
MB-5070,3.9845345,0.94574094,9.0791445,3.104605,10
MB-6245,4.258481,3.05654,8.247423,4.319796,10
MB-0470,4.9185143,3.0290298,10.517261,3.7004666,4
MB-7137,4.254251,4.1257143,10.343512,2.8914604,4
MB-3341,3.600868,4.732228,9.4285555,2.1060648,8
MB-0093,4.37195,8.6970625,6.2030206,-0.37625942,3
MB-4746,4.2417336,4.478587,9.197966,3.4653413,3
MB-7219,4.1459804,4.747356,9.744285,3.397527,8
MB-0193,4.75403,4.998175,9.396477,2.8873048,3
MB-2632,3.3244371,2.8103752,9.877416,2.532261,5
MB-4974,3.7482195,0.8897033,9.0939665,3.2238896,10
MB-5322,4.7518706,4.735169,8.974297,3.71497,2
MB-5596,3.8131113,4.195681,8.821905,3.3676958,3
MB-5259,4.216735,1.9084597,8.917768,3.5489514,5
MB-5651,3.6008847,1.5206752,9.173566,3.4343932,3
MB-6020,4.6060395,3.370092,9.148956,3.830294,1
MB-5526,3.1522634,0.79880923,8.912879,3.2788866,10
MB-7071,4.2241216,2.8143091,9.266529,2.29405,3
MB-5288,3.9422102,3.4787955,8.913144,3.364294,3
MB-3272,3.8016841,4.854485,9.646115,2.3543837,5
MB-6217,5.0243278,4.373601,8.408207,3.6219933,9
MB-0540,4.5979095,0.86084783,9.236911,3.0378213,4
MB-7077,4.9276133,3.6819808,9.602366,2.2667882,3
MB-6116,4.6424465,2.7535737,8.797668,3.0813756,5
MB-7258,3.4250877,2.753304,9.634512,2.9764862,10
MB-5428,4.947488,3.4730864,9.30434,4.127109,4
MB-0223,5.120245,3.5963628,9.670282,2.7100055,4
MB-0402,4.484355,2.5374877,10.581343,2.8034143,4
MB-5167,4.19971,5.17459,8.974453,3.5021253,8
MB-3008,3.7395914,4.715162,9.855656,2.1932075,8
MB-2760,5.5861397,4.3287272,9.464189,3.2195044,7
MB-5418,3.9113567,4.906805,8.204137,4.083735,5
MB-4235,4.2229342,3.654748,8.324395,4.7223916,10
MB-0173,5.336261,4.566187,9.513398,2.4346364,7
MB-5295,3.2434795,0.6938781,9.029025,3.4372635,10
MB-0482,4.375948,2.428401,10.400772,2.93686,5
MB-0658,3.4785368,0.65007085,9.066801,3.0411339,10
MB-7231,5.1818547,5.349554,10.4461355,3.67495,4
MB-7051,4.236505,4.0564075,9.752145,3.7710314,6
MB-6036,3.6911457,0.90795,9.114861,3.1358774,10
MB-7260,4.6113405,4.345966,7.9437685,3.34549,5
MB-3001,3.1945884,1.1116177,9.56715,2.6565046,10
MB-0652,5.3610306,3.464914,9.257099,2.6497521,5
MB-4374,4.7701,4.3679714,7.9905367,5.1275687,7
MB-5224,4.877314,3.8270493,8.727455,3.8350716,7
MB-0904,4.4893465,4.9626107,9.279447,2.4672372,3
MB-6319,4.2735863,4.038342,8.950588,4.275486,3
MB-2711,4.326256,4.308828,9.858868,2.2546635,7
MB-0295,5.262807,3.2388322,9.733282,2.5522087,4
MB-5175,4.5616255,2.1388195,9.661555,3.607296,4
MB-5063,4.1058598,2.8316886,9.412074,2.6114144,5
MB-0502,4.0624747,1.0826876,10.722884,1.9922516,4
MB-3181,5.325757,3.6000786,9.002926,2.856364,2
MB-5279,4.0216017,5.4774055,8.629602,3.3950148,8
MB-2744,4.3404126,2.7720506,10.616227,3.273493,4
MB-6053,4.8473654,3.9493558,8.911608,3.531362,1
MB-0157,3.7988117,1.0441985,9.547172,2.9036453,4
MB-4731,4.145847,2.1403248,9.108955,2.9515576,5
MB-5529,3.555893,0.7784257,9.105566,3.034392,10
MB-7040,4.4375434,4.120023,10.287838,2.7813702,4
MB-0211,4.354612,2.6515198,10.110816,2.393142,9
MB-3298,3.4737015,4.7711854,9.468332,2.172446,3
MB-4790,4.6831613,4.2211156,8.473187,3.6292408,7
MB-4880,4.34224,3.8158011,7.8788733,5.1411104,9
MB-3016,3.7589872,4.9933643,9.506861,2.3946776,2
MB-5271,5.1506214,4.478901,8.570469,3.9011252,9
MB-0386,4.524302,4.971719,8.998543,2.942898,9
MB-6359,5.025943,3.1955338,9.042912,3.4698792,6
MB-5388,5.388277,3.7438426,8.17246,3.2708092,7
MB-7074,4.2061386,3.8613222,10.038531,3.6808038,4
MB-4855,5.389276,4.421948,9.371783,3.5620515,7
MB-5104,4.7394977,4.569404,8.980214,4.4980617,8
MB-0354,4.323778,1.3894267,9.188257,2.7306528,4
MB-2923,3.8471277,4.1114926,8.774109,2.6476948,5
MB-0121,4.0583134,5.2497206,9.169786,2.3962777,8
MB-0120,5.099465,3.485934,8.513616,2.6060085,9
MB-2971,3.0976207,3.853758,10.188554,2.2247849,3
MB-3403,3.9345493,4.1737747,9.418728,2.0416174,3
MB-7084,3.1874747,0.6497439,9.053676,3.1607728,10
MB-6346,4.19529,5.0607,8.018851,4.4996676,8
MB-7225,3.5114632,0.7508475,8.85945,3.412253,10
MB-0619,5.310861,3.3414252,9.231623,2.296464,4
MB-3025,3.8309445,4.0378504,9.490845,3.9154909,5
MB-5325,3.3779347,0.62417173,9.049682,3.1972275,10
MB-0907,4.396458,1.7333235,9.450163,3.3147464,4
MB-7003,3.908817,4.6904874,9.931016,2.3851135,3
MB-0005,3.627839,4.8811693,9.345901,1.8246013,3
MB-0586,5.1970367,4.109542,9.9087,3.579277,6
MB-0474,5.3301167,3.81126,9.708365,2.7144186,9
MB-0315,4.28164,4.5818067,9.602226,2.0912695,6
MB-4879,4.228636,1.8044512,9.597938,2.4569929,5
MB-0177,5.5084114,3.3010073,9.330991,2.7359812,6
MB-5654,3.9452143,5.2434974,8.904918,3.0398202,8
MB-0507,4.367809,4.2377877,9.160088,2.0038712,3
MB-4091,4.558346,4.2766604,7.7462363,5.392215,4
MB-5084,4.176907,5.311386,8.234004,3.830199,8
MB-6306,4.8380427,4.5464807,8.690375,2.1944597,1
MB-4937,4.71914,3.6324444,8.682685,2.4802423,6
MB-6169,4.0973167,1.968157,9.266884,2.9397647,4
MB-4670,4.8920245,4.4809976,8.269529,4.8979473,7
MB-6281,5.185529,4.211335,9.514885,3.4045577,6
MB-4739,4.384422,4.710122,9.013926,3.2000942,3
MB-7087,3.2007897,0.5881706,9.130904,2.9836123,10
MB-6152,4.136035,1.7222328,9.086424,3.0093882,10
MB-3502,3.7136436,1.0123369,9.199441,2.9047685,10
MB-7149,4.6656528,4.7123632,8.798719,2.354414,9
MB-3266,4.0333805,4.1550665,9.369738,1.9841739,1
MB-7281,3.9747636,2.0527098,9.274581,2.8856773,5
MB-4845,4.850432,4.966569,9.135353,4.022092,8
MB-7196,3.2537413,3.4123929,10.008993,2.5237205,9
MB-7201,4.444696,0.8658422,9.075767,3.1587465,3
MB-6150,4.971937,3.0895836,9.208716,3.025298,4
MB-5483,4.4289966,2.402093,9.086721,3.1838877,5
MB-2642,3.5588353,3.8519366,9.745149,2.1088126,1
MB-4390,4.203323,4.883734,8.260657,4.429449,8
MB-0260,4.338325,3.7902002,9.791268,2.1418326,3
MB-7111,3.5445015,2.0147812,9.542061,2.879682,1
MB-4829,5.425069,3.9696834,9.201921,3.6550038,7
MB-3606,3.1303895,3.1063578,10.083996,2.425346,5
MB-6228,4.1687527,1.21948,9.380132,2.8641064,4
MB-4729,3.968228,5.344054,8.686301,3.6268148,5
MB-0224,5.205951,3.548577,9.670105,2.1823437,4
MB-4866,5.077056,3.9121606,9.088817,4.2792883,4
MB-6107,4.1769786,3.094456,8.73321,3.8129258,3
MB-5397,3.66967,4.6447415,8.757786,2.922037,3
MB-5058,4.044964,2.4175634,9.71903,3.4270778,7
MB-4140,4.318976,4.5551867,7.6274166,5.1501617,8
MB-6263,4.3601284,3.3813329,9.28596,3.442556,4
MB-4649,4.3164825,3.5316958,8.587497,4.4341555,3
MB-4986,4.810953,4.3014927,8.106815,3.4456527,9
MB-6363,4.439929,2.6187825,9.031981,3.4200642,5
MB-0576,4.0164614,4.0352883,8.544195,2.6024754,2
