,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-0215,4.692371,3.9325361,9.779497,2.1201992,3
MB-0324,5.440807,4.0133233,8.736804,2.3526638,6
MB-5193,5.6392283,4.5287485,9.162847,3.807665,7
MB-2983,3.6900475,4.5025506,9.367783,2.077199,5
MB-3379,3.9606543,4.5694623,9.313311,2.019117,5
MB-0346,4.885026,4.1706967,8.891002,2.7850604,5
MB-5417,4.4409957,2.0447848,9.181009,3.8881452,5
MB-7092,4.0274343,3.5363374,9.520287,3.8663452,1
MB-4705,4.615507,3.1222956,9.707684,3.933272,3
MB-6164,4.199915,3.8326104,9.058623,2.7041082,3
MB-5533,4.6537175,2.86785,9.061258,3.873237,1
MB-0140,5.0638294,4.867331,9.25101,2.8547955,8
MB-3253,4.9093533,3.134164,9.038813,2.6965725,9
MB-5244,5.246888,5.156214,9.423692,3.9148839,6
MB-4750,4.060752,5.1701446,8.362733,3.7423267,8
MB-5334,4.8165855,4.453968,7.9477677,3.6431882,9
MB-0178,4.7950974,4.2124634,9.091004,2.5213816,1
MB-4806,3.6746266,4.1538806,9.204106,3.3037868,3
MB-0114,3.8765588,5.4294295,8.70948,3.2247972,8
MB-5229,4.3320136,4.70757,8.380718,2.6727564,5
MB-5019,4.131459,3.581907,8.79224,3.5895474,5
MB-0491,5.217918,3.1910007,9.56638,2.4109895,4
MB-4881,3.3031886,0.5772436,9.236642,3.1076455,10
MB-3049,4.577139,3.291263,10.348437,2.7750604,7
MB-3462,4.2874117,3.739953,9.69512,2.2319727,3
MB-5381,4.1455464,3.6346939,8.088712,4.5097065,5
MB-4992,4.461166,4.565455,8.929999,4.1560955,3
MB-0305,4.0734653,4.680493,8.470299,2.6846688,8
MB-3386,4.192024,2.0263603,9.054141,2.698184,1
MB-4421,4.302913,4.683254,7.765379,5.0362034,7
MB-0428,4.6647854,4.626012,8.283541,2.5775936,9
MB-2912,3.2353973,0.8013172,9.455398,2.6777365,10
MB-4008,5.3673253,4.5655637,9.760376,3.9671068,2
MB-0399,4.059521,2.4180415,10.06873,3.614673,4
MB-2753,3.2740664,0.8224102,8.989683,2.9038098,10
MB-5378,3.2977388,0.9853901,9.11718,2.9516833,10
MB-0899,4.331179,5.12241,8.953505,2.3810983,8
MB-3060,4.613373,4.406505,9.303432,2.2660134,6
MB-4548,4.398294,3.685464,7.66239,5.330148,4
MB-6023,4.564792,4.9259615,8.692007,3.56054,8
MB-2617,3.0493634,3.7102816,10.314105,2.178705,4
MB-4331,4.708884,3.6451054,9.295323,4.0718703,1
MB-5171,4.630349,2.4206984,9.787188,3.81105,4
MB-5454,4.3210917,3.3463736,8.976299,3.2989864,10
MB-0378,4.6523876,2.409469,9.416348,2.5139852,5
MB-5458,4.48152,2.648946,9.299985,3.4420109,5
MB-0185,5.479396,3.4959254,9.42506,2.6316667,9
MB-4977,4.070426,5.0763063,8.52265,3.0286736,8
MB-6182,4.1051264,1.8362626,8.9332285,2.8986824,1
MB-0435,4.1065273,1.2067019,10.582258,2.132603,4
MB-7279,4.652172,4.305885,7.9027987,3.970659,9
MB-0172,4.3023653,4.033577,9.67993,2.4384115,3
MB-0342,4.6544366,3.3911755,10.47882,2.8766243,3
MB-0285,4.4636183,2.2128007,10.751407,2.8000424,4
MB-0339,5.317508,5.4991813,10.612096,3.6520786,4
MB-2771,3.316431,1.0639466,9.682929,2.7546375,10
MB-5239,5.222947,4.3848376,8.883239,3.4157043,9
MB-4322,4.9603524,4.033198,8.0920105,4.7548513,7
MB-5358,4.0106635,5.338203,8.895738,3.8853364,3
MB-3797,4.674011,5.11691,9.301279,3.581383,8
MB-4762,5.6190624,3.5919118,8.380993,3.727947,7
MB-7185,3.8153787,5.4844766,9.070648,3.023931,8
MB-0442,4.4545593,2.2493882,10.682485,2.7440236,4
MB-0451,4.316456,5.1164265,9.034083,3.3530242,8
MB-7212,4.379429,4.4953737,9.6069,3.6622367,3
MB-5236,3.2319648,0.64748526,9.35401,2.803911,10
MB-0568,5.550323,3.7784922,9.5211315,2.694521,7
MB-5365,5.4712496,4.305512,9.142309,3.9801798,7
MB-5015,3.9722073,5.4362254,8.569977,3.4140809,8
MB-4724,4.0726395,2.063279,9.2375765,2.921257,4
MB-0400,3.7262948,1.0678102,9.631787,2.3948803,10
MB-0640,5.4867406,3.3587272,8.720053,2.8682652,7
MB-0596,4.7122326,3.7880425,8.874864,2.0721252,3
MB-5313,4.355766,1.3110738,8.873511,3.3202457,1
MB-4899,3.9709713,4.6517754,8.70517,3.294857,3
MB-6029,5.6577635,3.6444058,8.245541,3.7124455,7
MB-6204,4.8997397,3.0111625,9.698665,3.2143981,4
MB-7053,4.0779,4.203927,10.10491,3.4465277,4
MB-0877,4.527054,4.240978,8.982449,2.1460557,6
MB-6156,4.414567,3.770552,8.548334,2.7784035,5
MB-3383,3.657231,3.3112447,9.340155,2.3325262,10
MB-6019,4.4128504,3.8248742,7.97697,5.0491486,4
MB-5048,5.3212843,4.1092772,9.184345,3.7176297,7
MB-4802,4.5366197,4.5747323,8.645719,4.1689553,8
MB-0142,5.059959,4.450379,9.645096,3.2965128,1
MB-4298,4.129091,4.534566,8.121773,4.555381,9
MB-4732,3.5576432,0.7428314,8.9447365,3.3349009,10
MB-0526,4.852158,5.1196146,9.522965,2.16703,2
MB-0228,4.6102977,2.6411219,10.656132,3.2813358,4
MB-4616,4.258572,4.9634857,8.417393,4.4552884,8
MB-5575,4.240598,3.926675,8.7277355,2.995046,1
MB-6022,4.7836437,4.7958393,8.083511,4.216138,8
MB-0308,4.7768245,3.2277722,10.327966,3.5251503,3
MB-5294,3.7855442,1.0732783,9.343394,3.0777888,10
MB-0164,3.5432303,0.67106736,9.489864,2.853601,10
MB-5411,3.7956023,4.031838,8.731044,3.143238,5
MB-0207,4.3330913,5.1616993,9.299809,2.196345,8
MB-0636,4.5000157,4.4640927,9.509245,2.0891402,6
MB-0872,5.213119,3.6941926,8.411727,2.679905,7
MB-5123,5.5017943,3.3518238,8.733416,2.885012,7
MB-0053,4.3603463,8.7030945,6.1970925,-0.38132262,7
MB-5312,4.04557,1.3597434,8.999922,3.0363457,5
MB-6051,4.034455,4.467494,8.523296,4.3490148,3
MB-5214,4.6493425,2.470253,9.744956,3.8251786,2
MB-0631,4.372068,5.389784,9.068539,2.7883718,8
MB-5622,4.583236,4.1730795,8.392327,2.654167,1
MB-5425,5.3797913,4.1537967,9.161823,3.7200253,7
MB-4003,4.457682,4.0752134,7.6836195,5.132898,6
MB-7014,3.984812,3.8120701,9.871589,2.0771244,1
MB-3567,4.1642966,1.3453668,9.042323,3.0537448,1
MB-0343,5.3586135,3.600913,9.532157,3.1744883,6
MB-7027,3.9831705,1.9532266,9.408918,2.510461,5
MB-0880,5.6331134,4.53657,9.314871,3.5330803,7
MB-7050,4.165555,4.2354383,9.517804,3.437267,5
MB-0174,4.071995,1.2385353,9.643889,3.0390956,4
MB-3035,5.3109536,3.7259376,9.540106,3.1849554,7
MB-0401,3.5406377,1.0628979,9.670256,2.9485416,10
MB-5465,3.746797,2.7670586,10.134532,2.3449202,10
MB-0259,3.4831336,1.020016,9.480755,2.3579154,9
MB-7096,4.074201,4.189431,9.581293,3.8988347,3
MB-5420,4.508119,2.3985906,9.531952,3.6700099,5
MB-5412,3.8727667,4.944939,8.275813,3.710611,3
MB-3361,3.8658483,4.089839,9.330453,2.2534137,5
MB-2849,3.1294994,2.9736097,10.085953,2.3978138,9
MB-0022,4.345609,8.725343,6.1751037,-0.40373468,3
MB-4721,4.0222898,4.786006,8.769722,4.222514,8
MB-5625,3.2448819,1.1175592,9.360249,3.1889844,9
MB-5576,4.321651,3.904684,9.070042,2.4134464,1
