,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-4653,2.5261042,0.4652325,11.096445,2.7278461,3
MB-5145,3.0586793,1.2925351,11.249151,2.833207,9
MB-0230,2.0459137,1.4768096,10.906644,2.5479946,5
MB-4145,2.6014092,0.53005147,10.393575,3.0208635,4
MB-6178,3.0894475,1.6951878,11.376757,2.8221521,10
MB-5097,2.7194376,0.76124805,10.338367,2.5880492,1
MB-5092,2.9176319,0.41780365,10.712811,2.0935972,3
MB-2901,2.5068014,0.4502974,10.78161,1.5152721,8
MB-3866,2.416948,1.3769424,10.896343,1.8471849,5
MB-0891,2.6784854,0.6866929,10.564744,1.716675,3
MB-7226,1.9815152,0.61541253,10.358999,2.0144815,6
MB-4956,2.2889621,0.4357502,9.958592,2.5109282,1
MB-5214,2.419164,0.58987534,10.936469,3.179002,2
MB-7195,2.6369367,0.23889354,10.159222,1.6762726,8
MB-6242,3.1993022,1.7728659,11.098577,3.040833,10
MB-2634,2.6577346,0.8657278,10.534263,1.2779361,2
MB-5567,2.449433,0.40185508,10.060194,2.191943,3
MB-7004,2.6690645,0.27320912,10.212157,1.8794254,8
MB-7152,2.2056272,1.1932708,9.910657,2.048215,9
MB-6226,2.5256674,0.7896147,9.96416,1.4748666,8
MB-2536,2.698323,0.87211126,11.409049,1.5432032,3
MB-6334,2.778641,0.8103795,9.780184,2.58412,9
MB-0130,2.3058217,0.95489746,10.46825,1.8243282,5
MB-7154,3.055998,1.6128588,11.350776,2.734055,10
MB-7015,2.607324,1.0167542,10.501843,1.4117001,8
MB-2815,2.3113577,0.46519464,11.336562,2.4327707,3
MB-5212,2.7774408,0.9092118,10.182972,1.8893583,5
MB-4011,3.116456,0.6883943,10.162722,1.9798844,8
MB-7101,2.5008538,0.34689388,10.573227,2.0462103,3
MB-5634,2.7627442,1.7171782,11.181402,3.305286,10
MB-3110,2.9747863,0.37684637,10.373207,2.5119843,3
MB-4714,3.1812093,1.207576,10.592779,2.9367156,10
MB-0474,1.8884003,1.0453308,10.757095,1.9703941,9
MB-6021,2.9210103,0.15186001,10.275846,2.7149477,3
MB-0505,2.0863388,0.8932168,11.339302,2.4113994,4
MB-7038,2.5959446,1.4712507,11.458694,2.5665534,10
MB-7072,2.5460799,0.8627858,10.322982,1.728348,1
MB-0553,2.594016,0.34694386,10.237901,2.0486305,5
MB-3502,2.7579696,1.7083776,11.123107,2.8025262,10
MB-3062,2.767676,1.6639988,11.432523,2.7415717,10
MB-3386,2.3977914,1.7606503,10.7898855,2.6653297,1
MB-5014,2.429871,0.21465634,9.841335,1.9779574,6
MB-3298,2.899258,0.7865361,10.76178,1.3572376,3
MB-2846,2.7276204,0.8703026,11.334489,1.8228824,4
MB-5162,2.278572,1.3926569,11.854026,2.9074197,4
MB-0163,2.7609859,1.4238272,11.464481,2.7878337,10
MB-4929,3.0373852,0.26163846,10.139671,2.698056,5
MB-5351,2.479237,0.8819175,11.058552,3.17103,4
MB-4749,3.0621896,0.47957715,9.770321,1.9104146,8
MB-0525,2.262927,1.4986439,11.104591,2.5663,4
MB-5422,2.886729,0.2744804,10.129188,2.805806,6
MB-0607,2.232931,1.2814931,10.944617,2.2999501,4
MB-4127,3.1408353,0.39555326,9.85696,2.9252872,5
MB-0438,2.1537476,1.6188251,11.149145,2.5029397,5
MB-4641,2.5491843,0.109262265,10.280736,2.4055803,3
MB-3526,2.4007194,1.3627604,10.131296,2.201703,6
MB-4742,2.6028955,0.12649734,9.832509,1.9750654,8
MB-4626,3.0810826,0.42231223,9.592241,3.0584266,1
MB-0234,2.4662316,0.7701184,10.196531,1.3659561,8
MB-4897,2.2833297,0.6227002,11.268069,2.9125896,4
MB-5455,2.9205904,0.50791377,10.209782,3.2310991,4
MB-0907,2.4674566,1.4305574,11.206498,3.2096066,4
MB-0200,3.3043787,1.9207827,11.005748,2.540546,10
MB-4602,2.2066524,0.5055026,9.775534,2.8307023,1
MB-7019,2.3306594,0.86820525,10.763978,1.3692296,3
MB-3067,2.92697,1.9622699,11.293814,2.9004102,9
MB-2752,1.9245864,0.58204144,10.710269,2.276808,7
MB-0466,2.011204,0.9615759,10.445241,2.2060835,1
MB-5281,2.2339869,0.654036,10.887142,3.1364503,4
MB-0205,2.0969796,0.84932387,11.5167265,2.2551727,3
MB-6207,2.531888,0.5867538,10.19229,1.4362805,8
MB-5647,2.1899097,0.5782275,9.981487,2.5122936,6
MB-2643,2.2950974,1.6389115,12.024133,2.71629,4
MB-5450,2.872267,1.7786636,11.061418,3.118329,10
MB-4310,3.1162713,0.2218073,9.507113,3.2081213,7
MB-6022,2.5479357,0.42320353,9.654417,2.5917995,8
MB-0402,2.18952,0.9702011,11.598403,2.6898289,4
MB-4778,2.059831,0.31355414,10.977651,2.3059316,4
MB-5571,1.8972642,0.3503922,10.32098,2.1714313,7
MB-2725,2.171622,0.62467813,11.455466,2.4825494,4
MB-0375,3.1419892,1.8386524,10.9648905,2.4965317,10
MB-4900,1.938677,0.8060843,10.647671,2.5270238,6
MB-4934,1.9577789,0.40797976,10.074283,2.4125628,7
MB-3865,2.2515833,0.9316766,11.323439,2.0849473,3
MB-0522,2.4458766,1.0135791,10.504629,1.3130795,5
MB-5186,2.1808734,0.7197153,10.656368,2.7851772,6
MB-5491,2.9044945,0.5428922,9.683887,1.846896,8
MB-0249,2.33982,1.4702364,10.572094,2.0415788,10
MB-2616,2.3926582,1.0882477,11.405281,1.6564143,4
MB-0363,2.168169,1.4771599,10.440328,2.3051863,2
MB-0897,2.0530643,0.47838208,10.863329,2.7199724,4
MB-5575,2.406698,0.98109096,10.338381,2.2476394,1
MB-7081,2.801482,1.9763528,11.357011,2.8780746,10
MB-0480,1.6669639,0.9674051,10.388913,2.4683557,9
MB-0207,2.5861971,0.88027793,10.256149,1.3477107,8
MB-5222,2.6433668,1.8856342,11.061479,3.1427302,10
MB-0417,1.9179524,0.42428696,10.355003,2.3510265,7
MB-0048,2.5277224,1.2509211,11.429091,0.86569583,4
MB-0661,1.853356,0.14944865,10.167043,2.1416044,7
MB-5527,2.4977095,1.7345243,11.307484,3.4959576,4
MB-5233,2.8133187,0.08454947,9.746212,2.3499029,8
MB-5172,2.7378752,0.8172881,10.572959,2.5492353,5
MB-4793,3.2759173,1.0599253,10.45146,2.7567134,10
MB-5073,2.0620985,0.42970157,11.2679825,2.7965157,4
MB-4945,3.1474128,1.141055,10.679502,3.1153715,9
MB-3254,2.56579,0.6658874,10.933843,1.7006918,3
MB-2916,2.4895804,1.0097152,10.638154,1.2875191,3
MB-0223,1.8851177,0.8438434,10.702384,2.4388452,4
MB-2708,2.1691527,0.9110729,10.850199,1.5682614,7
MB-6344,2.4635305,0.6778641,9.993097,2.1338603,1
MB-0354,2.288533,1.799744,11.261553,2.8315885,4
MB-0136,2.1364107,1.3458811,11.022147,2.1020622,3
MB-2793,2.5147655,0.6107386,10.011488,1.3921208,8
MB-4672,1.7784989,0.66501004,9.807011,2.6826665,7
MB-0532,2.4719882,1.3636628,10.394129,2.0869772,9
MB-5140,2.5143697,0.4858711,10.337773,3.0294323,1
MB-0626,2.3513532,1.0541196,10.240468,1.6252567,1
MB-0356,2.5514302,1.0300676,10.239724,1.5077456,8
MB-3530,2.6921616,0.641707,11.084716,1.6608305,8
MB-0446,2.532164,1.5211118,10.768815,1.8423975,10
MB-3121,2.2025666,0.6909343,10.819559,1.6070848,3
MB-5398,1.8562405,0.361829,10.370887,2.1457179,4
MB-4887,2.3967135,1.0921072,11.008351,2.787659,4
MB-5418,3.2300658,0.4300546,10.00257,2.193836,5
MB-0151,2.186317,0.6710216,9.982573,2.142504,2
MB-0483,1.7817518,1.2475995,10.315053,2.265926,1
MB-5054,2.5274975,1.5936544,10.949444,3.014744,5
MB-6322,2.1673293,0.87397546,10.941366,2.1849315,4
MB-5620,2.5867336,0.3717468,10.465866,1.9558524,8
MB-5655,3.2660658,1.5929718,10.976399,2.7833536,10
MB-6049,2.6343358,1.0973749,10.303866,2.2523263,5
MB-7256,2.4863515,0.77625656,11.115096,2.3690505,5
MB-4977,2.908661,0.6674597,9.926424,1.8038057,8
MB-4732,3.0258217,1.6433207,10.898105,3.0343986,10
MB-0551,2.0139024,0.7307257,11.514585,2.8986068,4
MB-7090,2.206852,0.85598713,11.015577,2.5422666,10
MB-3840,2.2289286,0.54371315,11.010804,1.6600577,6
MB-5521,2.5249777,1.6784889,11.043001,3.2830474,4
MB-5231,2.810743,0.5572127,10.464596,2.691851,5
MB-6218,2.2419143,0.9911017,10.717867,3.01041,1
MB-0369,1.6788973,0.9759132,9.970425,2.2281446,1
MB-2845,2.4952369,0.9888449,11.622327,2.1027741,4
MB-5511,2.5927787,0.970872,10.49855,2.2073367,10
MB-4986,2.4727993,0.9627371,9.800955,2.4162655,9
MB-3297,3.086719,1.6907637,11.168073,2.418286,10
MB-7054,2.4965055,1.4812094,10.758444,2.7157636,10
MB-0336,1.7450354,1.1080439,10.7268305,1.9007345,10
MB-2712,1.7317259,0.6073277,10.551696,2.2466087,7
MB-0584,1.9176749,0.77372766,10.316642,1.9979529,7
MB-5113,2.143955,0.66941506,10.857369,2.9972537,1
MB-3488,2.9132338,0.9370223,11.135688,1.9431372,5
MB-0494,2.4239423,1.7402925,11.299127,2.746325,4
MB-4710,2.747391,0.24684072,10.60277,2.721013,3
MB-5646,2.6409583,0.71358776,9.967492,2.0732505,1
MB-5546,2.2227395,0.3345568,11.008985,2.7147236,7
MB-5105,2.368115,0.07951698,10.088723,2.5144935,8
MB-0289,2.1998415,1.6474993,12.015928,2.7820477,4
MB-4992,2.7240853,0.31236255,10.315542,2.5288491,3
MB-5058,2.0361307,1.109898,10.835689,2.9507227,7
MB-0313,2.7551932,1.1005361,10.3339615,1.7061212,10
MB-0358,1.9163394,1.435319,10.816511,2.4185517,9
MB-2993,3.0772526,1.5418335,11.291537,2.3429527,10
MB-0233,2.319953,1.3560699,10.256455,1.7358474,2
MB-4709,2.8840404,0.190588,10.081232,1.8355982,8
MB-7008,2.1255996,1.1858592,11.362908,2.793303,4
MB-5642,2.1519048,0.20057657,10.650999,2.6546519,4
MB-6019,3.0011904,0.52178854,10.031129,3.2346683,4
MB-3479,2.2929823,1.1261158,11.772086,2.4338517,4
MB-5244,2.148956,-0.017412458,10.0333605,2.1647096,6
MB-3396,2.774456,0.84558016,11.198987,1.8421552,3
MB-7189,2.3551133,0.42756087,10.729752,2.3229623,1
MB-7124,1.7958505,0.3681758,10.117991,2.273212,7
MB-7233,2.592795,0.34353727,10.217081,2.3631701,8
MB-3235,2.6252131,1.1420317,11.31523,2.1107643,5
MB-7020,2.5722005,1.3955979,10.603867,1.6460497,5
MB-3854,2.824893,0.43243417,10.780205,2.6169872,3
MB-4649,2.7708373,0.64608794,10.292411,2.9298642,3
MB-4941,2.8907173,0.19789332,10.388327,2.7454314,4
MB-5179,2.6579235,0.27008566,10.043558,2.5214972,3
MB-5081,2.2495077,0.76957846,10.531756,2.9254553,9
MB-5072,2.0203533,1.0997483,10.987783,3.0232742,4
MB-7176,2.6890535,0.5479276,10.372913,1.4518995,8
MB-4829,2.0022724,0.5673739,10.459185,2.6157422,7
MB-0097,2.4381132,0.52171385,9.950863,1.491759,8
MB-5065,2.7756698,1.774848,11.176992,3.1866677,4
MB-7122,2.6217542,1.2967649,10.775057,2.7883537,4
MB-0272,2.1083481,0.7496069,10.287945,1.5051328,8
MB-5183,3.1649477,0.36828348,9.957089,2.506463,8
MB-7059,2.743403,1.1381958,10.602412,1.9016856,5
MB-0666,2.3620622,1.0362872,10.607366,2.2733145,9
MB-4912,2.6707923,0.3631602,9.723264,2.099877,8
MB-3007,2.298221,0.5489183,10.693102,2.1824315,2
MB-4046,3.2540493,0.22961354,9.450922,3.1618114,8
MB-0476,2.3765726,1.6156728,11.563023,3.1159146,4
MB-5098,1.9008458,0.79945534,9.824288,2.6347578,9
MB-4250,2.2913582,0.4625351,10.845676,2.6811602,3
MB-4616,2.8948781,0.0838017,9.7652235,2.4488006,8
MB-6314,2.3749864,0.528512,10.092802,1.740691,1
MB-3228,2.3338165,0.5651062,11.23716,2.529394,4
MB-3252,2.2621315,0.73925406,11.5566,2.280099,3
MB-3453,2.8648126,1.1142235,11.354363,2.026727,10
MB-7048,2.6747887,0.43785995,10.56312,2.5327413,1
MB-7196,2.7337317,0.93397117,11.285666,2.075634,9
MB-4607,3.1971476,0.25144553,9.555844,2.8864625,8
MB-7056,2.4253197,0.5089862,10.367625,2.1172452,3
MB-2827,3.0650084,1.8222773,11.295343,2.9454496,10
MB-4171,2.8587637,0.5076298,9.7135315,3.2333093,9
MB-0600,1.5588045,1.0569973,10.213435,2.428709,6
MB-4282,2.4811678,0.6050845,10.511299,2.840346,9
MB-7148,2.560947,0.20864792,10.565707,1.9412314,8
MB-5468,3.2625792,1.871132,11.153128,2.850901,10
MB-0215,2.044924,1.1083226,10.850465,1.6786869,3
MB-4876,2.4891496,1.6927782,11.331053,3.241473,4
MB-6143,2.7876244,1.2334597,11.395435,2.6345558,9
MB-0146,2.332916,0.8242061,9.915703,1.6934136,1
MB-4673,2.3964326,0.9070234,9.922126,2.3902311,9
MB-0281,2.236813,0.72066414,11.675557,2.7348776,4
MB-0610,2.0527413,1.1531569,11.324281,2.629492,4
MB-3500,3.1432881,1.7402153,11.440871,2.4184537,10
MB-5464,1.8441615,-0.23945801,10.722856,2.0523653,4
MB-0656,2.5422223,1.5831765,11.373091,2.753267,5
MB-0229,1.7474233,0.866382,10.469082,2.0825613,7
MB-3797,2.4577088,0.20991163,10.301119,1.8189017,8
MB-0469,1.6896776,1.161808,10.575921,1.8638809,6
MB-0243,2.5395124,0.6583966,10.13488,1.5999349,8
MB-4004,2.4143786,0.64132106,9.862662,2.2441263,9
MB-5387,3.0665178,1.5135535,10.697482,3.3250651,10
MB-7155,3.288631,1.8954172,11.105103,2.447916,10
MB-0603,1.6749717,0.7809595,10.567258,1.8702829,7
MB-5169,3.0491207,0.65785354,9.944291,1.9777726,3
MB-0418,2.3587208,0.641049,9.851895,2.4422753,9
MB-5329,2.458437,0.324771,10.459798,2.767587,2
MB-6071,2.2095575,1.2377756,10.002694,2.2468784,7
MB-5635,2.2044165,0.09961104,10.709137,2.5454075,4
MB-5457,2.8859134,1.0935158,10.269305,1.9864173,3
MB-0035,2.68077,0.21458285,10.343049,2.0165484,3
MB-0287,1.7518858,1.0920556,10.248921,2.3774104,7
MB-5454,2.710991,1.1775469,10.599576,2.7610245,10
MB-5576,2.2805858,1.2012475,10.622641,1.9476117,1
MB-2760,1.8026351,0.4344335,10.514039,1.9884686,7
MB-4937,2.3374505,1.1803597,10.410492,2.2228801,6
MB-4725,2.5784276,1.290843,10.236187,2.2008655,5
MB-4119,2.9392152,0.22666337,9.572361,3.2354867,7
MB-6150,2.100983,0.98172164,10.876145,2.5794802,4
MB-4718,2.7579489,0.42861882,10.967129,2.7748091,4
MB-4798,3.2124429,0.198796,9.714157,3.0133033,3
MB-5648,2.7345004,0.3602012,10.114071,2.0697653,8
MB-4213,1.9971931,-0.24501695,10.6859865,2.2171435,4
MB-7014,2.2736897,0.94276786,11.122897,1.663255,1
MB-0138,2.442879,0.45047954,10.611193,2.4635797,3
MB-0290,2.7515116,0.7854787,10.299107,1.2659726,8
MB-5312,2.5063348,1.7870315,10.970597,2.9505816,5
MB-4012,3.250766,0.23487511,9.540174,3.104662,8
MB-2842,2.7497046,1.5430048,11.160984,2.1920462,9
MB-6231,3.0509043,0.32399336,9.879758,3.0439458,3
MB-4224,3.1264172,0.2613572,9.504351,3.1715918,4
MB-0396,3.0368702,1.907081,11.076058,2.8746805,10
MB-5223,2.3371458,1.3337507,11.264574,2.9328964,4
MB-0147,3.0226326,0.37677017,9.775427,2.9553027,2
MB-3459,2.3716722,1.232861,10.820262,1.9319015,7
MB-7268,2.4859936,0.3940188,10.608049,2.0965717,8
MB-0256,2.4606483,0.86212593,10.539475,1.3807975,3
MB-3328,2.6241527,1.1473486,10.7065935,1.5536261,7
MB-5505,2.0690308,0.12384804,10.161052,2.3974764,3
MB-4230,2.822618,0.40735212,10.145825,3.054077,7
MB-5122,2.4203668,0.093314245,10.288935,2.518157,8
MB-6256,1.8951267,-0.11624524,10.599663,1.8709415,3
MB-4091,2.907178,0.16237064,9.669691,3.2087471,4
MB-4957,2.9269304,0.2942334,9.589493,3.1784265,7
MB-3395,2.897857,1.7416408,11.3343315,2.9162924,10
MB-0404,2.4664767,0.8351229,9.961514,1.6371061,8
MB-4967,3.0702915,0.3612295,10.01438,2.396906,3
MB-6149,2.523502,0.42492783,9.654413,3.0883312,7
MB-6234,2.2216992,0.42954826,11.115375,2.7608438,4
MB-5559,2.7522712,0.996933,11.2358265,3.0625336,10
MB-5040,2.865761,0.955973,10.502567,1.8622891,6
MB-7066,2.1471066,0.78352284,11.158158,2.8910978,3
MB-5442,3.3187094,1.1428866,10.592272,2.654528,10
MB-7158,2.7609134,1.6768876,11.155894,3.292876,4
MB-6082,2.5606952,0.6046122,10.504418,2.760591,7
MB-2895,2.8394055,1.3016657,11.438171,2.0639024,5
MB-5408,2.4635181,1.6961902,11.254095,3.2501357,4
MB-5323,2.745147,1.7736979,11.221876,3.2469926,4
MB-2922,2.864933,1.075659,11.09444,1.8766098,1
MB-0349,1.7626314,0.9233632,10.590548,1.8841177,3
MB-3008,2.3683174,0.6278798,10.958819,1.4730324,8
MB-0464,2.173675,1.4743661,10.919762,2.4922464,9
MB-6125,2.1395142,0.6989132,11.278416,2.7152166,4
MB-0178,2.094931,0.9652824,10.22211,1.9728192,1
MB-0201,2.61443,1.2539744,10.276705,1.7480832,5
MB-4839,2.172788,-0.02197405,10.525036,2.2370372,3
MB-5446,2.053411,1.0512912,11.145164,2.9345655,4
MB-0392,1.648133,1.0693033,10.614397,2.4193106,1
MB-4809,3.198121,1.7478138,11.070599,3.0296524,10
MB-2964,2.2945032,1.1802627,10.729967,2.1939394,5
MB-6208,2.799552,0.7487845,10.297998,3.0571156,3
MB-5236,3.2237067,1.8983624,11.144896,2.705345,10
MB-6146,2.079729,1.246174,10.618345,2.63819,4
MB-5004,3.1520445,0.41767114,9.790968,3.2903695,4
MB-0579,2.1149333,0.58375156,10.521629,2.2851384,7
MB-4719,2.7468295,0.17289385,9.941504,1.6348137,8
MB-0442,2.1064842,1.1051624,11.798283,2.6433694,4
MB-4339,3.2332098,0.18207942,9.558215,2.8273919,8
MB-7287,2.4441843,1.0266081,10.186017,2.0182836,5
MB-5566,3.1076095,1.46964,11.121873,3.0748556,10
MB-0154,2.1501875,0.6995344,11.532298,2.5492496,4
MB-4942,2.7939413,1.8297924,11.224685,3.2611396,10
MB-7104,2.695589,1.7311324,11.158103,2.9616218,6
MB-6068,3.0481625,1.4407378,11.350588,2.8452222,4
MB-6181,3.0459604,0.3560122,9.823495,1.80492,8
MB-7151,3.2853415,1.6051506,10.908069,2.661449,10
MB-5553,2.007399,0.49657774,10.698556,2.439891,2
MB-4059,2.530313,0.8075396,10.850213,2.8526406,3
MB-0488,2.4154963,0.9041377,11.597902,2.7417345,4
MB-0054,2.4591172,1.2592934,11.338331,0.7603063,10
MB-6053,2.452414,0.57890403,10.170733,2.40319,1
MB-0592,1.9561944,-0.09895293,10.500752,1.6217569,8
MB-7086,2.0088809,1.1745752,10.35728,1.8012938,9
MB-6012,3.2991667,0.1999733,9.509648,2.987683,8
MB-0524,2.0812616,1.1304957,11.5222645,2.4788153,4
MB-4853,3.0078998,0.3281012,10.123061,2.0716264,8
MB-5043,2.9862294,0.36347294,10.18553,2.2195756,8
MB-6131,2.943835,0.894228,10.342001,2.8535824,5
MB-6029,2.2267194,0.6574359,9.814244,2.8994184,7
MB-7012,3.1560311,1.6630776,11.057284,3.0349143,10
MB-6192,2.0007787,1.0254084,10.358927,2.6040971,6
MB-0184,1.7596773,-0.20187536,10.711101,1.7623574,4
MB-4173,2.3237646,0.16490445,9.936574,2.767536,7
MB-0539,2.5052192,1.6369287,11.163552,2.646634,5
MB-5088,3.0775006,0.34859568,9.762655,2.3468251,8
MB-0576,2.5946734,1.1508374,10.231781,1.9775978,2
MB-5188,2.873199,1.798433,10.890701,2.8112228,10
MB-7297,1.9013462,1.2110841,10.392463,1.782663,1
MB-3429,2.39256,0.8642155,11.573506,2.287515,4
MB-0570,1.8189082,0.6304772,10.306306,2.0016086,6
MB-4878,2.6388862,0.56575584,10.326004,2.8768964,5
MB-4739,2.4969478,0.70552135,10.271144,2.0045462,3
MB-5497,1.9920594,1.0286831,10.01887,2.1239448,1
MB-5201,2.4652958,0.07061718,10.041974,2.0178041,8
MB-6238,2.0995169,0.81102395,10.19647,2.4894924,7
MB-0333,2.3461237,1.6943318,11.667078,2.757992,10
MB-5299,2.9789643,1.2486368,10.709767,3.1098578,10
MB-3016,2.6357057,0.712676,10.603725,1.2573496,2
MB-5432,1.8270376,0.8264722,10.013803,2.729186,7
MB-4865,2.6178823,1.7651296,11.297594,2.6402423,10
MB-3057,3.1732688,1.8128918,11.455309,2.5037658,10
MB-7049,2.353161,0.5226089,11.307818,2.8118863,4
MB-0170,2.3049645,0.7438709,11.093803,2.2543437,3
MB-5053,2.583859,0.2886796,10.314414,2.5453749,3
MB-2927,2.45983,1.0622061,10.473111,1.501392,1
MB-6308,2.6978831,0.37193024,10.113738,2.770775,8
MB-0540,2.4298317,1.712007,11.404636,3.3972876,4
MB-0299,2.5513813,1.6615633,11.045301,2.4698398,10
MB-4928,2.3973703,1.2507286,11.0694475,2.697484,5
MB-0210,2.207777,1.7521117,12.124193,2.7762825,4
MB-0115,3.117688,1.7798475,11.080525,2.9045224,10
MB-5239,2.143182,0.53884006,10.063329,2.3202388,9
MB-5144,2.6502984,0.66959494,9.687534,2.191802,9
MB-3382,2.5438473,1.2846948,10.588865,1.5411212,5
MB-0228,2.1256313,0.64378566,11.497235,2.6512437,4
MB-0068,2.4371598,1.1059529,11.355419,0.97051746,3
MB-0028,2.1746588,1.013956,9.872365,1.9923942,9
MB-2753,3.089628,1.7141838,11.012263,2.5151622,10
MB-5459,2.7348318,0.764796,10.698385,1.9422396,5
MB-4974,3.0634346,1.6748145,11.157714,3.1549616,10
MB-0400,2.6502218,1.8070717,11.141104,2.355896,10
MB-5651,3.0333188,1.2198378,10.943408,2.9893274,3
MB-7163,2.6072683,0.6603204,10.653382,2.5184996,3
MB-5346,3.2092981,1.8926884,11.069539,2.7275698,10
MB-4233,2.2101755,0.8736467,9.828272,2.7607636,9
MB-0389,2.296124,1.2709323,10.581224,1.4262344,2
MB-4752,1.918425,0.30826068,10.586534,2.621524,6
MB-6328,2.0581045,0.49291897,9.906224,2.4346344,2
MB-0109,1.7670212,1.1830245,10.3725815,2.3992035,9
MB-0876,2.2566395,1.5109076,11.856679,2.7953792,4
MB-5266,2.308407,0.908183,9.771683,2.7796893,1
MB-3852,2.5097249,1.3841239,10.745107,2.4875946,4
MB-2904,2.9457927,1.5659773,11.423042,2.5442553,10
MB-5514,1.9113326,-0.31723073,10.796646,2.1203666,4
MB-7227,2.8626854,0.4011426,10.792337,2.0831552,3
MB-7138,2.3310094,0.15066087,10.21301,1.5048262,8
MB-5171,2.4235888,0.69637644,11.149006,3.0972264,4
MB-7107,2.8375657,0.21390352,10.21858,1.6766404,8
MB-4395,3.1917577,0.306417,9.38044,2.9695365,1
MB-5147,2.643965,0.91441625,10.423991,2.2225983,5
MB-5225,3.169614,1.7012954,11.021545,2.995798,10
MB-7053,2.3449528,0.43321612,11.125414,1.9774126,4
MB-5068,2.001989,-0.3266611,10.693423,2.2185013,4
MB-6284,1.824657,0.92934114,10.345958,2.589301,9
MB-0427,1.9280937,1.4350781,10.318759,2.21182,7
MB-5209,2.7641692,1.4587514,10.707079,3.429449,4
MB-3058,2.79545,1.3156741,11.429046,2.2745757,4
MB-0449,2.0778394,0.7454982,10.658318,1.7414968,3
MB-5551,3.1148293,1.3844336,11.16128,2.9397597,10
MB-0108,2.4822233,1.2117398,11.410097,0.7892942,4
MB-2971,2.7532945,0.9081081,11.327666,1.6808481,3
MB-0117,2.4868858,0.52487475,10.534599,2.517496,1
MB-5560,3.3187997,1.557435,10.994482,2.6433008,10
MB-7041,2.121155,0.9623995,10.84331,1.8523288,3
MB-0126,2.1059706,0.3300944,10.385145,1.4302976,8
MB-5623,2.8743281,0.6075475,10.394861,2.1805182,3
MB-2801,2.6433012,0.8102271,10.774423,1.453586,2
MB-3402,2.3435574,1.1445,10.276785,1.795789,1
MB-4079,3.203335,0.3486553,9.572346,3.2524607,7
MB-4959,2.670809,0.29772016,10.29487,2.7693186,3
MB-0593,2.2179756,0.9725234,11.231978,2.2834494,5
MB-0495,2.1824586,1.1977164,11.588643,2.383591,4
MB-0393,2.3645444,1.4342676,10.697946,2.5091462,2
MB-4348,2.8030963,0.7040157,10.042362,2.6380155,5
MB-5150,1.9413377,-0.25493625,10.674332,2.2194908,4
MB-5039,2.7561038,0.38909644,9.691581,2.2498546,1
MB-6016,2.0100236,-0.25332567,10.806605,2.1935213,4
MB-0145,2.3488226,0.34637254,11.192399,2.5893764,3
MB-5645,1.8294319,0.57775587,10.265938,2.2429235,7
MB-0664,3.2174573,1.6406617,11.087886,2.981823,10
MB-5486,2.2670827,0.26169854,10.270449,2.3318648,9
MB-2556,2.4406343,1.037878,11.71056,2.4091713,4
MB-5338,2.6265059,1.0884745,10.209456,2.6727533,1
MB-2996,2.0850334,0.6721203,11.02237,1.6825491,7
MB-4593,3.228978,0.18661723,9.586876,2.6677353,8
MB-0140,2.075749,0.5003188,10.270057,1.7323629,8
MB-0405,2.012025,0.40687057,10.043399,1.7709166,7
MB-7096,2.6876352,0.42767534,10.73636,2.4452753,3
MB-0185,1.8076206,1.3837991,10.636604,2.216382,9
MB-5429,2.0458403,0.08469509,10.597974,2.367871,4
MB-2917,3.1674402,1.6861092,11.3789625,2.3716624,10
MB-4148,3.0026574,0.7360406,9.901992,2.7067828,9
MB-0388,2.8942358,0.9459997,10.401148,2.6440518,1
MB-5035,2.4912434,0.9029033,10.510096,2.320843,3
MB-7186,1.6930432,0.89381224,10.018412,2.6058009,7
MB-6224,2.350093,1.6135584,10.893129,3.094284,5
MB-4794,1.8414127,0.46906847,10.041479,2.4189572,7
MB-5572,2.705212,1.8719108,11.253796,3.2072735,10
MB-5364,3.120284,0.5708273,10.374576,2.506052,3
MB-0226,2.738525,0.7369961,10.421156,1.3372014,8
MB-5195,2.7229393,1.1661084,10.189439,2.4500105,5
MB-4712,2.2929766,0.8241532,10.79146,3.030787,9
MB-4548,3.1981928,0.49781832,9.7204275,3.444195,4
MB-5636,2.8011467,0.81429607,9.650611,2.393234,9
MB-4744,3.0206723,0.23305018,9.703421,2.1855707,8
MB-3329,2.6725714,1.1201727,10.514705,1.3976946,5
MB-0541,1.7157443,1.150182,10.277571,2.1802719,9
MB-4648,2.9605303,0.7504992,9.852641,1.9470922,1
MB-6118,2.9581265,0.96823174,10.270772,2.4938428,3
MB-6114,3.1616042,0.83612496,10.217967,2.7473526,5
MB-0286,2.1556408,1.2460029,11.65038,2.427092,4
MB-6358,2.656746,0.890081,10.419601,2.5796335,5
MB-7258,3.0097365,1.005708,10.909,2.5289176,10
MB-0180,2.1569624,0.51046765,10.158907,2.102278,8
MB-0158,2.2615857,1.6349566,10.978651,2.6220145,10
MB-0895,2.138701,1.2889934,10.484234,1.5357172,5
MB-2919,2.3600166,0.49497995,10.368063,1.3259872,8
MB-7093,2.5210607,0.32700327,10.922412,2.0069544,3
MB-4692,3.0674937,0.17666069,9.559647,3.0436516,8
MB-6217,2.4366844,0.69466484,9.901545,2.3460333,9
MB-3222,2.1552863,0.890556,11.185134,1.7549574,7
MB-5270,2.6206372,0.35734868,9.812369,1.9232334,8
